date,description,amount,category
2024-06-29,Lyft,145.63,Transport
2024-06-29,Chipotle,20.91,Dining
2024-06-29,Starbucks,118.54,Dining
2024-06-29,AMC Theatres,98.36,Entertainment
2024-06-29,AMC Theatres,139.71,Entertainment
2024-06-29,Monthly Rent,1338.29,Housing
2024-06-30,Comcast,243.52,Utilities
2024-06-30,Chipotle,123.39,Dining
2024-06-30,Health Insurance,1347.89,Healthcare
2024-06-30,Health Insurance,1075.11,Healthcare
2024-06-30,LabCorp,225.43,Healthcare
2024-06-30,McDonald's,33.2,Dining
2024-07-01,Uber,113.13,Transport
2024-07-01,Property Mgmt,1141.98,Housing
2024-07-01,City Clinic,829.08,Healthcare
2024-07-02,Target,384.7,Shopping
2024-07-02,Booking.com,699.91,Travel
2024-07-02,Monthly Rent,2400.64,Housing
2024-07-02,Steam,77.78,Entertainment
2024-07-02,Lyft,111.57,Transport
2024-07-02,City Clinic,496.26,Healthcare
2024-07-02,Costco,84.51,Groceries
2024-07-02,Monthly Rent,1882.33,Housing
2024-07-02,Target,377.04,Shopping
2024-07-02,Target,33.48,Shopping
2024-07-02,Netflix,150.95,Entertainment
2024-07-02,Water Utility,244.74,Utilities
2024-07-02,Shell,25.58,Transport
2024-07-02,Comcast,305.19,Utilities
2024-07-02,Coursera,1781.24,Education
2024-07-03,Health Insurance,772.51,Healthcare
2024-07-03,Housing Society,1215.53,Housing
2024-07-03,Olive Garden,57.96,Dining
2024-07-03,Costco,20.86,Groceries
2024-07-03,Monthly Rent,1616.48,Housing
2024-07-03,Marriott,3384.72,Travel
2024-07-03,Water Utility,193.3,Utilities
2024-07-03,Marriott,3245.75,Travel
2024-07-03,Udemy,1118.89,Education
2024-07-03,Target,753.78,Shopping
2024-07-04,Costco,113.69,Groceries
2024-07-04,Shell,49.81,Transport
2024-07-04,Coursera,1173.46,Education
2024-07-04,Electricity Board,171.66,Utilities
2024-07-04,Exam Board,761.45,Education
2024-07-04,City Clinic,396.14,Healthcare
2024-07-04,Best Buy,231.74,Shopping
2024-07-04,Metro Transit,134.04,Transport
2024-07-04,Property Mgmt,1852.78,Housing
2024-07-04,Amazon,530.85,Shopping
2024-07-04,Trader Joe's,25.71,Groceries
2024-07-04,Uber,150.23,Transport
2024-07-05,Property Mgmt,1372.56,Housing
2024-07-05,Netflix,127.96,Entertainment
2024-07-05,Steam,119.86,Entertainment
2024-07-05,Electricity Board,311.93,Utilities
2024-07-05,Marriott,2546.45,Travel
2024-07-05,Amazon,421.49,Shopping
2024-07-05,Exam Board,2883.81,Education
2024-07-05,Spotify,232.02,Entertainment
2024-07-05,Housing Society,2431.54,Housing
2024-07-05,Electricity Board,295.53,Utilities
2024-07-05,City Clinic,1239.03,Healthcare
2024-07-05,Macy's,785.42,Shopping
2024-07-05,Udemy,1527.25,Education
2024-07-05,Olive Garden,141.44,Dining
2024-07-05,Bookstore,1327.21,Education
2024-07-05,Water Utility,290.56,Utilities
2024-07-05,Steam,140.07,Entertainment
2024-07-06,Comcast,242.34,Utilities
2024-07-06,Costco,32.78,Groceries
2024-07-06,AMC Theatres,151.24,Entertainment
2024-07-06,Delta Airlines,464.85,Travel
2024-07-06,Bookstore,757.18,Education
2024-07-06,Target,365.96,Shopping
2024-07-07,CVS Pharmacy,1369.06,Healthcare
2024-07-07,Booking.com,1266.49,Travel
2024-07-07,Gas Provider,122.97,Utilities
2024-07-07,Olive Garden,16.71,Dining
2024-07-07,Olive Garden,24.44,Dining
2024-07-07,Water Utility,103.95,Utilities
2024-07-07,CVS Pharmacy,999.06,Healthcare
2024-07-07,Chipotle,67.45,Dining
2024-07-07,Coursera,1396.51,Education
2024-07-07,McDonald's,23.82,Dining
2024-07-07,Steam,258.08,Entertainment
2024-07-07,Macy's,371.9,Shopping
2024-07-07,Electricity Board,257.03,Utilities
2024-07-07,Marriott,1670.42,Travel
2024-07-08,Exam Board,357.24,Education
2024-07-08,Target,301.18,Shopping
2024-07-08,Shell,99.12,Transport
2024-07-08,Uber,92.0,Transport
2024-07-08,Chipotle,22.65,Dining
2024-07-08,Uber,76.34,Transport
2024-07-08,Starbucks,156.95,Dining
2024-07-08,Costco,36.42,Groceries
2024-07-08,Comcast,284.13,Utilities
2024-07-09,Costco,47.03,Groceries
2024-07-09,Target,789.93,Shopping
2024-07-09,Chipotle,136.28,Dining
2024-07-09,Best Buy,413.92,Shopping
2024-07-09,Electricity Board,181.68,Utilities
2024-07-09,Gas Provider,74.85,Utilities
2024-07-09,Costco,61.89,Groceries
2024-07-09,Shell,135.61,Transport
2024-07-09,Property Mgmt,2232.2,Housing
2024-07-09,Whole Foods,202.65,Groceries
2024-07-09,Booking.com,1050.27,Travel
2024-07-10,Costco,223.38,Groceries
2024-07-10,Spotify,122.65,Entertainment
2024-07-10,Trader Joe's,66.69,Groceries
2024-07-10,Delta Airlines,3438.47,Travel
2024-07-10,Udemy,1407.73,Education
2024-07-10,Whole Foods,153.12,Groceries
2024-07-10,Olive Garden,142.52,Dining
2024-07-10,Udemy,238.4,Education
2024-07-10,Water Utility,89.63,Utilities
2024-07-10,Best Buy,780.58,Shopping
2024-07-10,Whole Foods,225.37,Groceries
2024-07-11,Comcast,177.14,Utilities
2024-07-11,Costco,258.1,Groceries
2024-07-11,Booking.com,2701.87,Travel
2024-07-11,Airbnb,691.93,Travel
2024-07-11,McDonald's,102.58,Dining
2024-07-11,Health Insurance,1237.43,Healthcare
2024-07-11,Amazon,747.86,Shopping
2024-07-11,City Clinic,6250.59,Healthcare
2024-07-11,Water Utility,128.11,Utilities
2024-07-11,Health Insurance,277.37,Healthcare
2024-07-11,Spotify,78.6,Entertainment
2024-07-11,Uber,34.58,Transport
2024-07-12,Costco,39.05,Groceries
2024-07-12,Trader Joe's,82.59,Groceries
2024-07-12,Metro Transit,45.6,Transport
2024-07-12,Electricity Board,280.15,Utilities
2024-07-12,Macy's,485.3,Shopping
2024-07-12,Monthly Rent,2556.69,Housing
2024-07-12,Chipotle,11.65,Dining
2024-07-12,Steam,52.58,Entertainment
2024-07-12,Electricity Board,309.18,Utilities
2024-07-12,Target,753.97,Shopping
2024-07-13,Walmart,196.85,Groceries
2024-07-13,Chipotle,40.69,Dining
2024-07-13,Delta Airlines,3010.02,Travel
2024-07-13,Electricity Board,301.16,Utilities
2024-07-13,Starbucks,13.36,Dining
2024-07-13,Uber,58.5,Transport
2024-07-13,Health Insurance,280.39,Healthcare
2024-07-13,Monthly Rent,1130.52,Housing
2024-07-13,Electricity Board,244.37,Utilities
2024-07-13,Chipotle,98.46,Dining
2024-07-13,Delta Airlines,2696.96,Travel
2024-07-13,Bookstore,1715.9,Education
2024-07-14,Steam,50.2,Entertainment
2024-07-14,Steam,180.66,Entertainment
2024-07-14,Starbucks,55.04,Dining
2024-07-14,Netflix,129.46,Entertainment
2024-07-14,McDonald's,44.93,Dining
2024-07-14,Water Utility,84.89,Utilities
2024-07-14,Delta Airlines,98.33,Travel
2024-07-15,Netflix,86.99,Entertainment
2024-07-15,Bookstore,1279.05,Education
2024-07-15,Olive Garden,89.26,Dining
2024-07-15,Property Mgmt,1190.94,Housing
2024-07-15,Steam,69.42,Entertainment
2024-07-15,Gas Provider,249.54,Utilities
2024-07-16,Trader Joe's,267.31,Groceries
2024-07-16,Booking.com,3469.66,Travel
2024-07-16,Macy's,570.08,Shopping
2024-07-16,Metro Transit,42.26,Transport
2024-07-16,AMC Theatres,234.48,Entertainment
2024-07-16,CVS Pharmacy,1013.94,Healthcare
2024-07-16,Trader Joe's,186.15,Groceries
2024-07-16,Spotify,29.66,Entertainment
2024-07-16,Uber,25.41,Transport
2024-07-16,Booking.com,1336.3,Travel
2024-07-17,Water Utility,243.19,Utilities
2024-07-17,Uber,13.47,Transport
2024-07-17,Housing Society,1622.94,Housing
2024-07-17,AMC Theatres,200.44,Entertainment
2024-07-17,Airbnb,988.51,Travel
2024-07-17,Costco,166.29,Groceries
2024-07-17,CVS Pharmacy,53.2,Healthcare
2024-07-17,Water Utility,299.45,Utilities
2024-07-17,Trader Joe's,239.08,Groceries
2024-07-17,City Clinic,314.05,Healthcare
2024-07-17,Booking.com,2610.84,Travel
2024-07-18,Netflix,245.57,Entertainment
2024-07-18,Udemy,647.44,Education
2024-07-18,Best Buy,558.23,Shopping
2024-07-18,Booking.com,2673.72,Travel
2024-07-18,Netflix,89.02,Entertainment
2024-07-18,Trader Joe's,128.0,Groceries
2024-07-18,Bookstore,493.99,Education
2024-07-18,Spotify,230.56,Entertainment
2024-07-18,Steam,167.96,Entertainment
2024-07-18,Chipotle,160.19,Dining
2024-07-18,Macy's,744.31,Shopping
2024-07-18,Walmart,237.42,Groceries
2024-07-18,McDonald's,148.17,Dining
2024-07-18,Property Mgmt,1459.79,Housing
2024-07-18,Uber,31.43,Transport
2024-07-18,Costco,24.31,Groceries
2024-07-19,Best Buy,774.8,Shopping
2024-07-19,Trader Joe's,273.47,Groceries
2024-07-19,Lyft,58.71,Transport
2024-07-19,City Clinic,248.12,Healthcare
2024-07-19,Metro Transit,143.25,Transport
2024-07-19,Booking.com,3432.19,Travel
2024-07-20,Whole Foods,55.66,Groceries
2024-07-20,Amazon,98.98,Shopping
2024-07-20,Marriott,2347.05,Travel
2024-07-20,McDonald's,146.15,Dining
2024-07-20,Shell,64.4,Transport
2024-07-20,CVS Pharmacy,479.64,Healthcare
2024-07-20,Udemy,747.44,Education
2024-07-20,Best Buy,164.03,Shopping
2024-07-20,Coursera,423.09,Education
2024-07-21,AMC Theatres,159.23,Entertainment
2024-07-21,AMC Theatres,166.05,Entertainment
2024-07-21,Udemy,1773.83,Education
2024-07-21,Bookstore,518.18,Education
2024-07-21,Macy's,335.55,Shopping
2024-07-21,Water Utility,172.06,Utilities
2024-07-21,Walmart,139.19,Groceries
2024-07-21,Marriott,1187.28,Travel
2024-07-22,Lyft,137.39,Transport
2024-07-22,LabCorp,1050.69,Healthcare
2024-07-22,Shell,71.36,Transport
2024-07-22,McDonald's,131.08,Dining
2024-07-22,Housing Society,1495.01,Housing
2024-07-22,Comcast,248.39,Utilities
2024-07-22,Best Buy,167.54,Shopping
2024-07-22,McDonald's,102.42,Dining
2024-07-22,Electricity Board,254.2,Utilities
2024-07-22,Delta Airlines,2710.8,Travel
2024-07-22,Chipotle,84.35,Dining
2024-07-22,Amazon,243.75,Shopping
2024-07-22,Shell,148.22,Transport
2024-07-22,Electricity Board,273.08,Utilities
2024-07-23,City Clinic,462.74,Healthcare
2024-07-23,City Clinic,1012.73,Healthcare
2024-07-23,Comcast,249.06,Utilities
2024-07-23,Metro Transit,40.0,Transport
2024-07-23,Gas Provider,173.47,Utilities
2024-07-23,Target,33.68,Shopping
2024-07-23,McDonald's,71.09,Dining
2024-07-23,Macy's,325.28,Shopping
2024-07-23,Macy's,792.01,Shopping
2024-07-23,Property Mgmt,2333.62,Housing
2024-07-23,LabCorp,402.68,Healthcare
2024-07-24,Airbnb,1787.88,Travel
2024-07-24,Comcast,95.47,Utilities
2024-07-24,Coursera,1178.79,Education
2024-07-24,Exam Board,1630.54,Education
2024-07-24,Netflix,130.51,Entertainment
2024-07-24,LabCorp,712.06,Healthcare
2024-07-24,Uber,90.84,Transport
2024-07-24,Costco,232.24,Groceries
2024-07-24,Gas Provider,260.44,Utilities
2024-07-24,Water Utility,281.01,Utilities
2024-07-25,Starbucks,130.85,Dining
2024-07-25,Comcast,61.19,Utilities
2024-07-25,Netflix,91.61,Entertainment
2024-07-25,Lyft,171.07,Transport
2024-07-25,CVS Pharmacy,1135.0,Healthcare
2024-07-25,LabCorp,759.43,Healthcare
2024-07-25,Target,284.13,Shopping
2024-07-26,Health Insurance,44.24,Healthcare
2024-07-26,Exam Board,1726.48,Education
2024-07-26,Health Insurance,884.67,Healthcare
2024-07-26,Trader Joe's,102.08,Groceries
2024-07-26,Olive Garden,49.18,Dining
2024-07-26,Bookstore,913.01,Education
2024-07-26,Booking.com,1915.99,Travel
2024-07-26,Lyft,113.08,Transport
2024-07-26,Property Mgmt,2474.41,Housing
2024-07-26,McDonald's,131.93,Dining
2024-07-26,LabCorp,679.26,Healthcare
2024-07-26,Steam,22.02,Entertainment
2024-07-27,Booking.com,2650.58,Travel
2024-07-27,Electricity Board,154.11,Utilities
2024-07-27,AMC Theatres,36.63,Entertainment
2024-07-27,Netflix,193.21,Entertainment
2024-07-27,Exam Board,108.79,Education
2024-07-27,Airbnb,3045.73,Travel
2024-07-27,Steam,259.45,Entertainment
2024-07-27,Olive Garden,29.93,Dining
2024-07-27,Starbucks,95.04,Dining
2024-07-27,Macy's,350.79,Shopping
2024-07-27,Gas Provider,104.25,Utilities
2024-07-27,Amazon,477.51,Shopping
2024-07-27,Udemy,597.66,Education
2024-07-28,Amazon,643.85,Shopping
2024-07-28,Housing Society,2394.85,Housing
2024-07-28,Health Insurance,41.6,Healthcare
2024-07-28,Uber,56.72,Transport
2024-07-28,Spotify,215.1,Entertainment
2024-07-28,Macy's,517.44,Shopping
2024-07-28,Target,2373.07,Shopping
2024-07-28,Monthly Rent,1757.47,Housing
2024-07-28,City Clinic,121.36,Healthcare
2024-07-28,Gas Provider,319.08,Utilities
2024-07-28,Electricity Board,308.06,Utilities
2024-07-28,City Clinic,1297.34,Healthcare
2024-07-29,Uber,99.0,Transport
2024-07-29,Gas Provider,297.31,Utilities
2024-07-29,Exam Board,396.64,Education
2024-07-29,Spotify,22.85,Entertainment
2024-07-29,McDonald's,17.03,Dining
2024-07-29,Steam,11.96,Entertainment
2024-07-29,Whole Foods,142.98,Groceries
2024-07-29,Spotify,190.96,Entertainment
2024-07-29,Whole Foods,247.88,Groceries
2024-07-30,Monthly Rent,2035.84,Housing
2024-07-30,Property Mgmt,2544.95,Housing
2024-07-30,AMC Theatres,238.41,Entertainment
2024-07-30,Udemy,791.22,Education
2024-07-30,Olive Garden,120.45,Dining
2024-07-30,Uber,146.65,Transport
2024-07-30,Udemy,1159.16,Education
2024-07-31,Metro Transit,160.16,Transport
2024-07-31,Comcast,262.87,Utilities
2024-07-31,Walmart,169.07,Groceries
2024-07-31,AMC Theatres,230.36,Entertainment
2024-07-31,Housing Society,2341.72,Housing
2024-07-31,City Clinic,141.41,Healthcare
2024-07-31,Monthly Rent,1596.08,Housing
2024-07-31,Marriott,2214.99,Travel
2024-08-01,Booking.com,2041.03,Travel
2024-08-01,Target,754.67,Shopping
2024-08-01,Monthly Rent,2215.36,Housing
2024-08-01,Property Mgmt,1580.95,Housing
2024-08-01,Marriott,3205.04,Travel
2024-08-01,Delta Airlines,1262.79,Travel
2024-08-01,McDonald's,152.08,Dining
2024-08-01,Housing Society,1492.7,Housing
2024-08-01,Netflix,172.76,Entertainment
2024-08-02,Starbucks,42.83,Dining
2024-08-02,Water Utility,283.21,Utilities
2024-08-02,Chipotle,59.22,Dining
2024-08-02,Exam Board,277.56,Education
2024-08-02,Trader Joe's,279.32,Groceries
2024-08-02,McDonald's,108.81,Dining
2024-08-02,Delta Airlines,732.48,Travel
2024-08-02,Bookstore,219.71,Education
2024-08-02,Water Utility,85.98,Utilities
2024-08-02,Chipotle,153.01,Dining
2024-08-02,Gas Provider,942.85,Utilities
2024-08-02,Olive Garden,27.74,Dining
2024-08-02,Comcast,81.54,Utilities
2024-08-03,Water Utility,217.57,Utilities
2024-08-03,Olive Garden,120.38,Dining
2024-08-03,Lyft,117.63,Transport
2024-08-03,LabCorp,560.94,Healthcare
2024-08-03,Spotify,104.93,Entertainment
2024-08-03,Coursera,6520.62,Education
2024-08-03,Airbnb,2573.85,Travel
2024-08-04,Health Insurance,845.09,Healthcare
2024-08-04,Property Mgmt,2328.61,Housing
2024-08-04,Monthly Rent,1908.81,Housing
2024-08-04,Water Utility,265.41,Utilities
2024-08-04,Property Mgmt,1744.99,Housing
2024-08-04,Whole Foods,42.39,Groceries
2024-08-04,Uber,24.67,Transport
2024-08-04,Airbnb,2786.8,Travel
2024-08-04,Monthly Rent,1330.84,Housing
2024-08-04,AMC Theatres,199.49,Entertainment
2024-08-04,Macy's,314.62,Shopping
2024-08-05,Shell,80.87,Transport
2024-08-05,Whole Foods,175.83,Groceries
2024-08-05,Whole Foods,107.1,Groceries
2024-08-05,Best Buy,659.44,Shopping
2024-08-05,Exam Board,710.95,Education
2024-08-05,Steam,165.06,Entertainment
2024-08-05,Target,4273.89,Shopping
2024-08-05,Macy's,621.18,Shopping
2024-08-05,LabCorp,1197.52,Healthcare
2024-08-05,Whole Foods,96.59,Groceries
2024-08-05,AMC Theatres,137.58,Entertainment
2024-08-05,McDonald's,85.72,Dining
2024-08-06,Netflix,34.69,Entertainment
2024-08-06,Health Insurance,508.63,Healthcare
2024-08-06,Udemy,1580.53,Education
2024-08-06,Olive Garden,91.06,Dining
2024-08-06,Chipotle,128.6,Dining
2024-08-06,Trader Joe's,17.06,Groceries
2024-08-06,McDonald's,143.21,Dining
2024-08-06,Uber,106.08,Transport
2024-08-06,City Clinic,598.83,Healthcare
2024-08-06,Olive Garden,41.87,Dining
2024-08-06,Best Buy,259.07,Shopping
2024-08-06,Metro Transit,99.78,Transport
2024-08-06,Metro Transit,145.51,Transport
2024-08-06,Shell,46.79,Transport
2024-08-06,Starbucks,100.63,Dining
2024-08-07,Whole Foods,273.28,Groceries
2024-08-07,Comcast,214.68,Utilities
2024-08-07,Metro Transit,76.0,Transport
2024-08-07,Delta Airlines,1630.67,Travel
2024-08-07,Netflix,170.32,Entertainment
2024-08-07,Exam Board,1423.37,Education
2024-08-07,Bookstore,1794.75,Education
2024-08-07,Delta Airlines,3389.31,Travel
2024-08-07,Spotify,74.07,Entertainment
2024-08-07,Bookstore,230.68,Education
2024-08-07,Macy's,411.74,Shopping
2024-08-08,AMC Theatres,143.25,Entertainment
2024-08-08,Monthly Rent,1871.68,Housing
2024-08-08,Marriott,1764.87,Travel
2024-08-08,Trader Joe's,204.65,Groceries
2024-08-08,Airbnb,3119.21,Travel
2024-08-08,Starbucks,90.35,Dining
2024-08-08,Netflix,39.85,Entertainment
2024-08-08,Shell,142.25,Transport
2024-08-08,McDonald's,129.43,Dining
2024-08-08,Bookstore,623.11,Education
2024-08-08,CVS Pharmacy,1312.63,Healthcare
2024-08-08,CVS Pharmacy,93.12,Healthcare
2024-08-08,Coursera,1716.07,Education
2024-08-09,Housing Society,1358.91,Housing
2024-08-09,City Clinic,271.92,Healthcare
2024-08-09,Walmart,248.79,Groceries
2024-08-09,Olive Garden,147.49,Dining
2024-08-09,Steam,49.11,Entertainment
2024-08-09,Netflix,30.99,Entertainment
2024-08-09,Walmart,132.9,Groceries
2024-08-10,LabCorp,450.13,Healthcare
2024-08-10,Walmart,197.37,Groceries
2024-08-10,City Clinic,571.77,Healthcare
2024-08-10,Spotify,16.36,Entertainment
2024-08-10,McDonald's,88.9,Dining
2024-08-10,Gas Provider,172.99,Utilities
2024-08-10,Trader Joe's,243.03,Groceries
2024-08-10,McDonald's,11.84,Dining
2024-08-10,Coursera,1488.03,Education
2024-08-10,Airbnb,1048.25,Travel
2024-08-10,Trader Joe's,82.37,Groceries
2024-08-10,Spotify,155.62,Entertainment
2024-08-11,Electricity Board,209.0,Utilities
2024-08-11,Trader Joe's,81.74,Groceries
2024-08-11,Coursera,770.97,Education
2024-08-11,AMC Theatres,219.26,Entertainment
2024-08-11,Spotify,102.74,Entertainment
2024-08-11,Property Mgmt,1894.66,Housing
2024-08-11,Best Buy,384.29,Shopping
2024-08-11,McDonald's,105.53,Dining
2024-08-11,LabCorp,1187.0,Healthcare
2024-08-11,Target,451.15,Shopping
2024-08-11,Gas Provider,292.69,Utilities
2024-08-11,Udemy,1751.61,Education
2024-08-12,Electricity Board,236.33,Utilities
2024-08-12,Target,298.17,Shopping
2024-08-12,Electricity Board,210.83,Utilities
2024-08-12,City Clinic,982.41,Healthcare
2024-08-12,Housing Society,2574.65,Housing
2024-08-12,Coursera,160.43,Education
2024-08-12,Housing Society,1917.36,Housing
2024-08-12,Netflix,69.67,Entertainment
2024-08-12,Chipotle,147.51,Dining
2024-08-13,Marriott,2996.62,Travel
2024-08-13,Metro Transit,85.23,Transport
2024-08-13,Booking.com,89.19,Travel
2024-08-13,Monthly Rent,2057.63,Housing
2024-08-13,Lyft,12.65,Transport
2024-08-13,Housing Society,1017.51,Housing
2024-08-13,Olive Garden,21.68,Dining
2024-08-13,Shell,177.07,Transport
2024-08-13,Olive Garden,108.63,Dining
2024-08-13,Airbnb,3054.38,Travel
2024-08-14,AMC Theatres,76.8,Entertainment
2024-08-14,Lyft,36.3,Transport
2024-08-14,Amazon,437.23,Shopping
2024-08-14,Trader Joe's,148.03,Groceries
2024-08-14,Lyft,166.22,Transport
2024-08-14,Macy's,440.94,Shopping
2024-08-14,LabCorp,340.36,Healthcare
2024-08-14,Housing Society,2369.34,Housing
2024-08-14,Property Mgmt,1665.2,Housing
2024-08-14,McDonald's,12.69,Dining
2024-08-14,Booking.com,2789.65,Travel
2024-08-14,AMC Theatres,178.76,Entertainment
2024-08-15,Walmart,136.0,Groceries
2024-08-15,Starbucks,120.44,Dining
2024-08-15,Netflix,218.21,Entertainment
2024-08-15,Uber,122.19,Transport
2024-08-15,Starbucks,35.87,Dining
2024-08-15,Comcast,169.0,Utilities
2024-08-16,City Clinic,1065.78,Healthcare
2024-08-16,Chipotle,13.61,Dining
2024-08-16,Delta Airlines,387.96,Travel
2024-08-16,CVS Pharmacy,951.8,Healthcare
2024-08-17,Amazon,626.28,Shopping
2024-08-17,Electricity Board,288.75,Utilities
2024-08-17,Bookstore,777.16,Education
2024-08-17,Monthly Rent,1828.21,Housing
2024-08-17,Macy's,413.61,Shopping
2024-08-17,Walmart,229.71,Groceries
2024-08-17,Costco,175.49,Groceries
2024-08-17,Steam,198.12,Entertainment
2024-08-18,Health Insurance,1248.36,Healthcare
2024-08-18,Shell,89.96,Transport
2024-08-18,Starbucks,154.02,Dining
2024-08-18,Best Buy,720.36,Shopping
2024-08-18,Booking.com,1046.04,Travel
2024-08-18,Water Utility,75.78,Utilities
2024-08-18,Steam,83.03,Entertainment
2024-08-18,AMC Theatres,143.45,Entertainment
2024-08-18,LabCorp,526.98,Healthcare
2024-08-18,Best Buy,85.12,Shopping
2024-08-18,Olive Garden,95.43,Dining
2024-08-19,Udemy,314.82,Education
2024-08-19,Amazon,61.65,Shopping
2024-08-19,Starbucks,108.29,Dining
2024-08-19,Electricity Board,135.4,Utilities
2024-08-19,Best Buy,326.25,Shopping
2024-08-19,Costco,234.56,Groceries
2024-08-19,LabCorp,1073.71,Healthcare
2024-08-19,LabCorp,99.88,Healthcare
2024-08-19,Spotify,38.9,Entertainment
2024-08-19,Airbnb,1496.27,Travel
2024-08-19,Amazon,524.87,Shopping
2024-08-19,Health Insurance,801.09,Healthcare
2024-08-19,Monthly Rent,1417.82,Housing
2024-08-19,Gas Provider,225.43,Utilities
2024-08-19,Housing Society,1632.61,Housing
2024-08-20,Housing Society,1801.82,Housing
2024-08-20,Macy's,795.81,Shopping
2024-08-20,Booking.com,1662.63,Travel
2024-08-20,Airbnb,2680.87,Travel
2024-08-20,Health Insurance,961.02,Healthcare
2024-08-20,Property Mgmt,1406.53,Housing
2024-08-20,Macy's,125.91,Shopping
2024-08-20,Airbnb,1511.94,Travel
2024-08-20,Olive Garden,115.68,Dining
2024-08-20,Property Mgmt,1977.39,Housing
2024-08-21,Target,438.2,Shopping
2024-08-21,Steam,138.71,Entertainment
2024-08-21,Housing Society,1156.75,Housing
2024-08-21,Marriott,1199.68,Travel
2024-08-21,Chipotle,32.24,Dining
2024-08-21,Property Mgmt,1739.31,Housing
2024-08-21,LabCorp,912.96,Healthcare
2024-08-21,Metro Transit,113.14,Transport
2024-08-21,Whole Foods,109.56,Groceries
